Shipment ID,Origin City,Origin State,Origin Country,Destination City,Destination State,Destination Country
SHIP-100466,Vancouver,BC,Canada,Houston,TX,US
SHIP-100467,Los Angeles,CA,US,Houston,TX,US
SHIP-100468,Los Angeles,CA,US,Chicago,IL,US
SHIP-100469,Los Angeles,CA,US,Atlanta,GA,US
SHIP-100470,Los Angeles,CA,US,Montreal,QC,Canada
SHIP-100471,Los Angeles,CA,US,New York,NY,US
SHIP-100472,Los Angeles,CA,US,New York,NY,US
SHIP-100473,Montreal,QC,Canada,Houston,TX,US
SHIP-100474,Montreal,QC,Canada,Toronto,ON,Canada
SHIP-100475,Vancouver,BC,Canada,New York,NY,US
SHIP-100476,Houston,TX,US,New York,NY,US
SHIP-100477,Vancouver,BC,Canada,Houston,TX,US
SHIP-100478,Montreal,QC,Canada,Vancouver,BC,Canada
SHIP-100479,New York,NY,US,Houston,TX,US
SHIP-100480,Vancouver,BC,Canada,Atlanta,GA,US
SHIP-100481,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100482,New York,NY,US,New York,NY,US
SHIP-100483,Chicago,IL,US,Toronto,ON,Canada
SHIP-100484,Houston,TX,US,Montreal,QC,Canada
SHIP-100485,Chicago,IL,US,Montreal,QC,Canada
SHIP-100486,Toronto,ON,Canada,Vancouver,BC,Canada
SHIP-100487,Houston,TX,US,Toronto,ON,Canada
SHIP-100488,Montreal,QC,Canada,New York,NY,US
SHIP-100489,Chicago,IL,US,Vancouver,BC,Canada
SHIP-100490,Chicago,IL,US,Houston,TX,US
SHIP-100491,Houston,TX,US,Houston,TX,US
SHIP-100492,Houston,TX,US,Montreal,QC,Canada
SHIP-100493,Chicago,IL,US,Vancouver,BC,Canada
SHIP-100494,New York,NY,US,Vancouver,BC,Canada
SHIP-100495,Atlanta,GA,US,Vancouver,BC,Canada
SHIP-100496,Houston,TX,US,Houston,TX,US
SHIP-100497,Chicago,IL,US,Houston,TX,US
SHIP-100498,Los Angeles,CA,US,Houston,TX,US
SHIP-100499,New York,NY,US,Chicago,IL,US
SHIP-100500,Toronto,ON,Canada,Chicago,IL,US
SHIP-100501,Los Angeles,CA,US,Houston,TX,US
SHIP-100502,Chicago,IL,US,Vancouver,BC,Canada
SHIP-100503,Los Angeles,CA,US,Atlanta,GA,US
SHIP-100504,Houston,TX,US,Los Angeles,CA,US
SHIP-100505,Vancouver,BC,Canada,Houston,TX,US
SHIP-100506,Toronto,ON,Canada,Vancouver,BC,Canada
SHIP-100507,Chicago,IL,US,Vancouver,BC,Canada
SHIP-100508,Montreal,QC,Canada,Montreal,QC,Canada
SHIP-100509,Chicago,IL,US,Houston,TX,US
SHIP-100510,New York,NY,US,Montreal,QC,Canada
SHIP-100511,Atlanta,GA,US,Atlanta,GA,US
SHIP-100512,Toronto,ON,Canada,New York,NY,US
SHIP-100513,Montreal,QC,Canada,Houston,TX,US
SHIP-100514,New York,NY,US,Atlanta,GA,US
SHIP-100515,Houston,TX,US,Toronto,ON,Canada
SHIP-100516,Vancouver,BC,Canada,Chicago,IL,US
SHIP-100517,Vancouver,BC,Canada,Toronto,ON,Canada
SHIP-100518,Toronto,ON,Canada,Chicago,IL,US
SHIP-100519,Toronto,ON,Canada,Houston,TX,US
SHIP-100520,Atlanta,GA,US,Houston,TX,US
SHIP-100521,Atlanta,GA,US,Houston,TX,US
SHIP-100522,Montreal,QC,Canada,Toronto,ON,Canada
SHIP-100523,Houston,TX,US,Chicago,IL,US
SHIP-100524,Houston,TX,US,Los Angeles,CA,US
SHIP-100525,New York,NY,US,Chicago,IL,US
SHIP-100526,Vancouver,BC,Canada,Toronto,ON,Canada
SHIP-100527,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100528,Toronto,ON,Canada,Los Angeles,CA,US
SHIP-100529,Atlanta,GA,US,Montreal,QC,Canada
SHIP-100530,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100531,Vancouver,BC,Canada,Toronto,ON,Canada
SHIP-100532,Chicago,IL,US,Toronto,ON,Canada
SHIP-100533,Atlanta,GA,US,Vancouver,BC,Canada
SHIP-100534,Chicago,IL,US,New York,NY,US
SHIP-100535,New York,NY,US,Toronto,ON,Canada
SHIP-100536,Los Angeles,CA,US,Vancouver,BC,Canada
SHIP-100537,Los Angeles,CA,US,Los Angeles,CA,US
SHIP-100538,Houston,TX,US,Los Angeles,CA,US
SHIP-100539,Montreal,QC,Canada,Montreal,QC,Canada
SHIP-100540,Montreal,QC,Canada,Houston,TX,US
SHIP-100541,Montreal,QC,Canada,Chicago,IL,US
SHIP-100542,Toronto,ON,Canada,Los Angeles,CA,US
SHIP-100543,New York,NY,US,Vancouver,BC,Canada
SHIP-100544,New York,NY,US,Atlanta,GA,US
SHIP-100545,Los Angeles,CA,US,New York,NY,US
SHIP-100546,Chicago,IL,US,New York,NY,US
SHIP-100547,Los Angeles,CA,US,Los Angeles,CA,US
SHIP-100548,Los Angeles,CA,US,Los Angeles,CA,US
SHIP-100549,Montreal,QC,Canada,Vancouver,BC,Canada
SHIP-100550,Chicago,IL,US,Los Angeles,CA,US
SHIP-100551,Vancouver,BC,Canada,New York,NY,US
SHIP-100552,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100553,Toronto,ON,Canada,Houston,TX,US
SHIP-100554,New York,NY,US,Montreal,QC,Canada
SHIP-100555,Montreal,QC,Canada,Toronto,ON,Canada
SHIP-100556,Houston,TX,US,Houston,TX,US
SHIP-100557,Montreal,QC,Canada,Chicago,IL,US
SHIP-100558,Atlanta,GA,US,New York,NY,US
SHIP-100559,Montreal,QC,Canada,Atlanta,GA,US
SHIP-100560,Houston,TX,US,New York,NY,US
SHIP-100561,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100562,Toronto,ON,Canada,Toronto,ON,Canada
SHIP-100563,Montreal,QC,Canada,Chicago,IL,US
SHIP-100564,New York,NY,US,Vancouver,BC,Canada
SHIP-100565,Los Angeles,CA,US,Vancouver,BC,Canada
SHIP-100566,Toronto,ON,Canada,Atlanta,GA,US
SHIP-100567,Montreal,QC,Canada,Toronto,ON,Canada
SHIP-100568,Los Angeles,CA,US,New York,NY,US
SHIP-100569,Chicago,IL,US,Los Angeles,CA,US
SHIP-100570,Chicago,IL,US,Atlanta,GA,US
SHIP-100571,Los Angeles,CA,US,Atlanta,GA,US
SHIP-100572,Atlanta,GA,US,Houston,TX,US
SHIP-100573,Los Angeles,CA,US,Montreal,QC,Canada
SHIP-100574,New York,NY,US,New York,NY,US
SHIP-100575,New York,NY,US,Chicago,IL,US
SHIP-100576,Toronto,ON,Canada,Montreal,QC,Canada
SHIP-100577,Vancouver,BC,Canada,Los Angeles,CA,US
SHIP-100578,Toronto,ON,Canada,Vancouver,BC,Canada
SHIP-100579,Chicago,IL,US,Houston,TX,US
SHIP-100580,Houston,TX,US,Toronto,ON,Canada
SHIP-100581,Houston,TX,US,Houston,TX,US
SHIP-100582,Los Angeles,CA,US,Vancouver,BC,Canada
SHIP-100583,Houston,TX,US,New York,NY,US
SHIP-100584,Toronto,ON,Canada,New York,NY,US
SHIP-100585,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100586,Montreal,QC,Canada,Vancouver,BC,Canada
SHIP-100587,Los Angeles,CA,US,Montreal,QC,Canada
SHIP-100588,Montreal,QC,Canada,Los Angeles,CA,US
SHIP-100589,New York,NY,US,Houston,TX,US
SHIP-100590,Atlanta,GA,US,New York,NY,US
SHIP-100591,Montreal,QC,Canada,Houston,TX,US
SHIP-100592,Vancouver,BC,Canada,Houston,TX,US
SHIP-100593,Vancouver,BC,Canada,New York,NY,US
SHIP-100594,Los Angeles,CA,US,Montreal,QC,Canada
SHIP-100595,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100596,Toronto,ON,Canada,New York,NY,US
SHIP-100597,Vancouver,BC,Canada,New York,NY,US
SHIP-100598,Los Angeles,CA,US,Vancouver,BC,Canada
SHIP-100599,Vancouver,BC,Canada,Montreal,QC,Canada
SHIP-100600,Atlanta,GA,US,New York,NY,US
SHIP-100601,New York,NY,US,Montreal,QC,Canada
SHIP-100602,Houston,TX,US,Los Angeles,CA,US
SHIP-100603,Montreal,QC,Canada,Atlanta,GA,US
SHIP-100604,New York,NY,US,Montreal,QC,Canada
SHIP-100605,Houston,TX,US,Montreal,QC,Canada
SHIP-100606,Chicago,IL,US,Vancouver,BC,Canada
SHIP-100607,New York,NY,US,Chicago,IL,US
SHIP-100608,New York,NY,US,New York,NY,US
SHIP-100609,Atlanta,GA,US,Chicago,IL,US
SHIP-100610,Houston,TX,US,New York,NY,US
SHIP-100611,Montreal,QC,Canada,Chicago,IL,US
SHIP-100612,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100613,Montreal,QC,Canada,Toronto,ON,Canada
SHIP-100614,Montreal,QC,Canada,New York,NY,US
SHIP-100615,Los Angeles,CA,US,Toronto,ON,Canada
SHIP-100616,New York,NY,US,Los Angeles,CA,US
SHIP-100617,Vancouver,BC,Canada,Atlanta,GA,US
SHIP-100618,Toronto,ON,Canada,Atlanta,GA,US
SHIP-100619,Toronto,ON,Canada,Atlanta,GA,US
SHIP-100620,Houston,TX,US,Los Angeles,CA,US
SHIP-100621,Chicago,IL,US,Los Angeles,CA,US
SHIP-100622,Toronto,ON,Canada,Los Angeles,CA,US
SHIP-100623,Houston,TX,US,Vancouver,BC,Canada
SHIP-100624,Vancouver,BC,Canada,Toronto,ON,Canada
SHIP-100625,Atlanta,GA,US,Montreal,QC,Canada
SHIP-100626,Chicago,IL,US,Atlanta,GA,US
SHIP-100627,Montreal,QC,Canada,Toronto,ON,Canada
SHIP-100628,Atlanta,GA,US,New York,NY,US
SHIP-100629,Houston,TX,US,Toronto,ON,Canada
SHIP-100630,Atlanta,GA,US,Los Angeles,CA,US
SHIP-100631,Chicago,IL,US,Montreal,QC,Canada
SHIP-100632,Vancouver,BC,Canada,Los Angeles,CA,US
SHIP-100633,Vancouver,BC,Canada,Montreal,QC,Canada
SHIP-100634,Vancouver,BC,Canada,New York,NY,US
SHIP-100635,Chicago,IL,US,Los Angeles,CA,US
SHIP-100636,Atlanta,GA,US,Houston,TX,US
SHIP-100637,Montreal,QC,Canada,Chicago,IL,US
SHIP-100638,Chicago,IL,US,Houston,TX,US
SHIP-100639,Chicago,IL,US,Vancouver,BC,Canada
SHIP-100640,Montreal,QC,Canada,Houston,TX,US
SHIP-100641,New York,NY,US,Houston,TX,US
SHIP-100642,Houston,TX,US,Chicago,IL,US
SHIP-100643,Toronto,ON,Canada,Vancouver,BC,Canada
SHIP-100644,Toronto,ON,Canada,Los Angeles,CA,US
SHIP-100645,Houston,TX,US,Montreal,QC,Canada
SHIP-100646,Atlanta,GA,US,New York,NY,US
SHIP-100647,Toronto,ON,Canada,Vancouver,BC,Canada
SHIP-100648,Toronto,ON,Canada,Toronto,ON,Canada
SHIP-100649,Chicago,IL,US,Los Angeles,CA,US
SHIP-100650,Los Angeles,CA,US,Montreal,QC,Canada
SHIP-100651,Atlanta,GA,US,Los Angeles,CA,US
SHIP-100652,New York,NY,US,Los Angeles,CA,US
SHIP-100653,Houston,TX,US,Los Angeles,CA,US
SHIP-100654,Atlanta,GA,US,Houston,TX,US
SHIP-100655,Toronto,ON,Canada,Chicago,IL,US
SHIP-100656,Vancouver,BC,Canada,New York,NY,US
SHIP-100657,Toronto,ON,Canada,New York,NY,US
SHIP-100658,Chicago,IL,US,Montreal,QC,Canada
SHIP-100659,Toronto,ON,Canada,Chicago,IL,US
SHIP-100660,Atlanta,GA,US,Los Angeles,CA,US
SHIP-100661,New York,NY,US,New York,NY,US
SHIP-100662,Montreal,QC,Canada,New York,NY,US
SHIP-100663,New York,NY,US,New York,NY,US
SHIP-100664,Los Angeles,CA,US,Montreal,QC,Canada
SHIP-100665,Atlanta,GA,US,New York,NY,US
SHIP-100666,New York,NY,US,Montreal,QC,Canada
SHIP-100667,Los Angeles,CA,US,Atlanta,GA,US
SHIP-100668,Vancouver,BC,Canada,Toronto,ON,Canada
SHIP-100669,Chicago,IL,US,Chicago,IL,US
SHIP-100670,Atlanta,GA,US,Montreal,QC,Canada
SHIP-100671,Chicago,IL,US,Vancouver,BC,Canada
SHIP-100672,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100673,Houston,TX,US,New York,NY,US
SHIP-100674,Toronto,ON,Canada,Toronto,ON,Canada
SHIP-100675,Montreal,QC,Canada,New York,NY,US
SHIP-100676,Atlanta,GA,US,Los Angeles,CA,US
SHIP-100677,Los Angeles,CA,US,Chicago,IL,US
SHIP-100678,New York,NY,US,Toronto,ON,Canada
SHIP-100679,Montreal,QC,Canada,New York,NY,US
SHIP-100680,Houston,TX,US,Toronto,ON,Canada
SHIP-100681,Vancouver,BC,Canada,Montreal,QC,Canada
SHIP-100682,Montreal,QC,Canada,Montreal,QC,Canada
SHIP-100683,Montreal,QC,Canada,Montreal,QC,Canada
SHIP-100684,Houston,TX,US,New York,NY,US
SHIP-100685,Montreal,QC,Canada,Atlanta,GA,US
SHIP-100686,Vancouver,BC,Canada,Houston,TX,US
SHIP-100687,Atlanta,GA,US,Los Angeles,CA,US
SHIP-100688,New York,NY,US,Vancouver,BC,Canada
SHIP-100689,Chicago,IL,US,Montreal,QC,Canada
SHIP-100690,Houston,TX,US,Chicago,IL,US
SHIP-100691,Toronto,ON,Canada,Houston,TX,US
SHIP-100692,New York,NY,US,Toronto,ON,Canada
SHIP-100693,Chicago,IL,US,Toronto,ON,Canada
SHIP-100694,Toronto,ON,Canada,New York,NY,US
SHIP-100695,Chicago,IL,US,Los Angeles,CA,US
SHIP-100696,Houston,TX,US,Vancouver,BC,Canada
SHIP-100697,Los Angeles,CA,US,Atlanta,GA,US
SHIP-100698,Montreal,QC,Canada,Los Angeles,CA,US
SHIP-100699,Houston,TX,US,Montreal,QC,Canada
SHIP-100700,Houston,TX,US,Toronto,ON,Canada
SHIP-100701,Los Angeles,CA,US,Chicago,IL,US
SHIP-100702,Toronto,ON,Canada,Toronto,ON,Canada
SHIP-100703,Toronto,ON,Canada,Chicago,IL,US
SHIP-100704,Toronto,ON,Canada,Chicago,IL,US
SHIP-100705,Los Angeles,CA,US,Houston,TX,US
SHIP-100706,New York,NY,US,Atlanta,GA,US
SHIP-100707,Houston,TX,US,Chicago,IL,US
SHIP-100708,Chicago,IL,US,New York,NY,US
SHIP-100709,Toronto,ON,Canada,Chicago,IL,US
SHIP-100710,Houston,TX,US,Chicago,IL,US
SHIP-100711,Atlanta,GA,US,Atlanta,GA,US
SHIP-100712,Atlanta,GA,US,New York,NY,US
SHIP-100713,Vancouver,BC,Canada,Montreal,QC,Canada
SHIP-100714,Atlanta,GA,US,New York,NY,US
SHIP-100715,Toronto,ON,Canada,Toronto,ON,Canada
SHIP-100716,Vancouver,BC,Canada,Toronto,ON,Canada
SHIP-100717,Vancouver,BC,Canada,Houston,TX,US
SHIP-100718,Los Angeles,CA,US,Vancouver,BC,Canada
SHIP-100719,Chicago,IL,US,Vancouver,BC,Canada
SHIP-100720,Montreal,QC,Canada,Los Angeles,CA,US
SHIP-100721,Montreal,QC,Canada,New York,NY,US
SHIP-100722,Montreal,QC,Canada,Vancouver,BC,Canada
SHIP-100723,Houston,TX,US,Atlanta,GA,US
SHIP-100724,Houston,TX,US,Vancouver,BC,Canada
SHIP-100725,Toronto,ON,Canada,Houston,TX,US
SHIP-100726,Toronto,ON,Canada,Toronto,ON,Canada
SHIP-100727,New York,NY,US,Vancouver,BC,Canada
SHIP-100728,Chicago,IL,US,Atlanta,GA,US
SHIP-100729,Atlanta,GA,US,Vancouver,BC,Canada
SHIP-100730,Los Angeles,CA,US,Toronto,ON,Canada
SHIP-100731,New York,NY,US,Atlanta,GA,US
SHIP-100732,Chicago,IL,US,Montreal,QC,Canada
SHIP-100733,Vancouver,BC,Canada,New York,NY,US
SHIP-100734,Atlanta,GA,US,Los Angeles,CA,US
SHIP-100735,Houston,TX,US,New York,NY,US
SHIP-100736,Houston,TX,US,Toronto,ON,Canada
SHIP-100737,Montreal,QC,Canada,Chicago,IL,US
SHIP-100738,Toronto,ON,Canada,New York,NY,US
SHIP-100739,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100740,Toronto,ON,Canada,Vancouver,BC,Canada
SHIP-100741,Chicago,IL,US,Houston,TX,US
SHIP-100742,Atlanta,GA,US,Chicago,IL,US
SHIP-100743,Montreal,QC,Canada,Vancouver,BC,Canada
SHIP-100744,Vancouver,BC,Canada,Montreal,QC,Canada
SHIP-100745,Toronto,ON,Canada,Toronto,ON,Canada
SHIP-100746,Montreal,QC,Canada,Toronto,ON,Canada
SHIP-100747,Montreal,QC,Canada,New York,NY,US
SHIP-100748,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100749,New York,NY,US,Atlanta,GA,US
SHIP-100750,New York,NY,US,Chicago,IL,US
SHIP-100751,Montreal,QC,Canada,Montreal,QC,Canada
SHIP-100752,Vancouver,BC,Canada,New York,NY,US
SHIP-100753,Toronto,ON,Canada,New York,NY,US
SHIP-100754,Houston,TX,US,Vancouver,BC,Canada
SHIP-100755,Vancouver,BC,Canada,Houston,TX,US
SHIP-100756,Atlanta,GA,US,New York,NY,US
SHIP-100757,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100758,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100759,Chicago,IL,US,Vancouver,BC,Canada
SHIP-100760,Chicago,IL,US,Atlanta,GA,US
SHIP-100761,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100762,Los Angeles,CA,US,Atlanta,GA,US
SHIP-100763,Toronto,ON,Canada,New York,NY,US
SHIP-100764,Atlanta,GA,US,Montreal,QC,Canada
SHIP-100765,Houston,TX,US,Chicago,IL,US
SHIP-100766,Los Angeles,CA,US,Chicago,IL,US
SHIP-100767,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100768,Toronto,ON,Canada,Chicago,IL,US
SHIP-100769,Chicago,IL,US,Atlanta,GA,US
SHIP-100770,Houston,TX,US,Chicago,IL,US
SHIP-100771,Chicago,IL,US,Toronto,ON,Canada
SHIP-100772,Houston,TX,US,Houston,TX,US
SHIP-100773,Los Angeles,CA,US,Los Angeles,CA,US
SHIP-100774,Vancouver,BC,Canada,New York,NY,US
SHIP-100775,Chicago,IL,US,New York,NY,US
SHIP-100776,Houston,TX,US,Chicago,IL,US
SHIP-100777,Chicago,IL,US,Toronto,ON,Canada
SHIP-100778,Houston,TX,US,Vancouver,BC,Canada
SHIP-100779,New York,NY,US,Atlanta,GA,US
SHIP-100780,Los Angeles,CA,US,Vancouver,BC,Canada
SHIP-100781,Toronto,ON,Canada,Los Angeles,CA,US
SHIP-100782,Chicago,IL,US,Atlanta,GA,US
SHIP-100783,Houston,TX,US,Atlanta,GA,US
SHIP-100784,Chicago,IL,US,Toronto,ON,Canada
SHIP-100785,Chicago,IL,US,Houston,TX,US
SHIP-100786,Chicago,IL,US,Montreal,QC,Canada
SHIP-100787,Los Angeles,CA,US,Los Angeles,CA,US
SHIP-100788,Toronto,ON,Canada,Toronto,ON,Canada
SHIP-100789,Vancouver,BC,Canada,Los Angeles,CA,US
SHIP-100790,Montreal,QC,Canada,Toronto,ON,Canada
SHIP-100791,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100792,Vancouver,BC,Canada,Atlanta,GA,US
SHIP-100793,New York,NY,US,Chicago,IL,US
SHIP-100794,Toronto,ON,Canada,Houston,TX,US
SHIP-100795,Atlanta,GA,US,Atlanta,GA,US
SHIP-100796,Los Angeles,CA,US,New York,NY,US
SHIP-100797,Chicago,IL,US,Houston,TX,US
SHIP-100798,Chicago,IL,US,Toronto,ON,Canada
SHIP-100799,Toronto,ON,Canada,New York,NY,US
SHIP-100800,Vancouver,BC,Canada,New York,NY,US
SHIP-100801,Chicago,IL,US,Montreal,QC,Canada
SHIP-100802,Vancouver,BC,Canada,New York,NY,US
SHIP-100803,Los Angeles,CA,US,Atlanta,GA,US
SHIP-100804,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100805,Atlanta,GA,US,New York,NY,US
SHIP-100806,Los Angeles,CA,US,Los Angeles,CA,US
SHIP-100807,Atlanta,GA,US,Houston,TX,US
SHIP-100808,Montreal,QC,Canada,Chicago,IL,US
SHIP-100809,Toronto,ON,Canada,Los Angeles,CA,US
SHIP-100810,Chicago,IL,US,Vancouver,BC,Canada
SHIP-100811,Houston,TX,US,Atlanta,GA,US
SHIP-100812,Los Angeles,CA,US,New York,NY,US
SHIP-100813,New York,NY,US,Houston,TX,US
SHIP-100814,Vancouver,BC,Canada,New York,NY,US
SHIP-100815,Los Angeles,CA,US,Atlanta,GA,US
SHIP-100816,Houston,TX,US,Montreal,QC,Canada
SHIP-100817,Atlanta,GA,US,Houston,TX,US
SHIP-100818,Toronto,ON,Canada,Los Angeles,CA,US
SHIP-100819,Montreal,QC,Canada,Toronto,ON,Canada
SHIP-100820,New York,NY,US,Atlanta,GA,US
SHIP-100821,Montreal,QC,Canada,Houston,TX,US
SHIP-100822,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100823,Atlanta,GA,US,Atlanta,GA,US
SHIP-100824,Toronto,ON,Canada,Chicago,IL,US
SHIP-100825,New York,NY,US,Toronto,ON,Canada
SHIP-100826,Vancouver,BC,Canada,Houston,TX,US
SHIP-100827,Toronto,ON,Canada,Houston,TX,US
SHIP-100828,Los Angeles,CA,US,Vancouver,BC,Canada
SHIP-100829,Chicago,IL,US,Chicago,IL,US
SHIP-100830,New York,NY,US,Houston,TX,US
SHIP-100831,Chicago,IL,US,Houston,TX,US
SHIP-100832,Toronto,ON,Canada,Montreal,QC,Canada
SHIP-100833,Toronto,ON,Canada,Montreal,QC,Canada
SHIP-100834,Vancouver,BC,Canada,Atlanta,GA,US
SHIP-100835,Vancouver,BC,Canada,Los Angeles,CA,US
SHIP-100836,Chicago,IL,US,Montreal,QC,Canada
SHIP-100837,Houston,TX,US,Toronto,ON,Canada
SHIP-100838,Montreal,QC,Canada,New York,NY,US
SHIP-100839,Toronto,ON,Canada,Chicago,IL,US
SHIP-100840,Chicago,IL,US,Atlanta,GA,US
SHIP-100841,New York,NY,US,Atlanta,GA,US
SHIP-100842,Montreal,QC,Canada,New York,NY,US
SHIP-100843,Toronto,ON,Canada,Montreal,QC,Canada
SHIP-100844,Los Angeles,CA,US,Atlanta,GA,US
SHIP-100845,Atlanta,GA,US,Los Angeles,CA,US
SHIP-100846,Toronto,ON,Canada,Los Angeles,CA,US
SHIP-100847,Houston,TX,US,Toronto,ON,Canada
SHIP-100848,New York,NY,US,Toronto,ON,Canada
SHIP-100849,New York,NY,US,Chicago,IL,US
SHIP-100850,Atlanta,GA,US,Montreal,QC,Canada
SHIP-100851,Chicago,IL,US,Los Angeles,CA,US
SHIP-100852,New York,NY,US,New York,NY,US
SHIP-100853,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100854,Toronto,ON,Canada,Toronto,ON,Canada
SHIP-100855,Chicago,IL,US,Los Angeles,CA,US
SHIP-100856,Houston,TX,US,New York,NY,US
SHIP-100857,Montreal,QC,Canada,Toronto,ON,Canada
SHIP-100858,Los Angeles,CA,US,Vancouver,BC,Canada
SHIP-100859,Los Angeles,CA,US,New York,NY,US
SHIP-100860,Houston,TX,US,Los Angeles,CA,US
SHIP-100861,Vancouver,BC,Canada,Toronto,ON,Canada
SHIP-100862,Montreal,QC,Canada,Atlanta,GA,US
SHIP-100863,Atlanta,GA,US,Montreal,QC,Canada
SHIP-100864,Houston,TX,US,Los Angeles,CA,US
SHIP-100865,Houston,TX,US,Atlanta,GA,US
SHIP-100866,Los Angeles,CA,US,Toronto,ON,Canada
SHIP-100867,Chicago,IL,US,Atlanta,GA,US
SHIP-100868,New York,NY,US,Vancouver,BC,Canada
SHIP-100869,Toronto,ON,Canada,Montreal,QC,Canada
SHIP-100870,Houston,TX,US,Houston,TX,US
SHIP-100871,Vancouver,BC,Canada,Atlanta,GA,US
SHIP-100872,Los Angeles,CA,US,Houston,TX,US
SHIP-100873,Houston,TX,US,Toronto,ON,Canada
SHIP-100874,Montreal,QC,Canada,Atlanta,GA,US
SHIP-100875,Toronto,ON,Canada,New York,NY,US
SHIP-100876,Houston,TX,US,Toronto,ON,Canada
SHIP-100877,Toronto,ON,Canada,New York,NY,US
SHIP-100878,Vancouver,BC,Canada,Toronto,ON,Canada
SHIP-100879,Houston,TX,US,New York,NY,US
SHIP-100880,Chicago,IL,US,Montreal,QC,Canada
SHIP-100881,Houston,TX,US,Los Angeles,CA,US
SHIP-100882,Toronto,ON,Canada,Toronto,ON,Canada
SHIP-100883,New York,NY,US,Houston,TX,US
SHIP-100884,New York,NY,US,Chicago,IL,US
SHIP-100885,Chicago,IL,US,Los Angeles,CA,US
SHIP-100886,Atlanta,GA,US,Los Angeles,CA,US
SHIP-100887,New York,NY,US,Toronto,ON,Canada
SHIP-100888,Houston,TX,US,Vancouver,BC,Canada
SHIP-100889,Montreal,QC,Canada,Montreal,QC,Canada
SHIP-100890,Atlanta,GA,US,Atlanta,GA,US
SHIP-100891,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100892,Toronto,ON,Canada,Vancouver,BC,Canada
SHIP-100893,Montreal,QC,Canada,Los Angeles,CA,US
SHIP-100894,Los Angeles,CA,US,Los Angeles,CA,US
SHIP-100895,Chicago,IL,US,Atlanta,GA,US
SHIP-100896,Toronto,ON,Canada,Montreal,QC,Canada
SHIP-100897,Montreal,QC,Canada,Montreal,QC,Canada
SHIP-100898,New York,NY,US,Vancouver,BC,Canada
SHIP-100899,Houston,TX,US,Vancouver,BC,Canada
SHIP-100900,Vancouver,BC,Canada,Chicago,IL,US
SHIP-100901,Atlanta,GA,US,Los Angeles,CA,US
SHIP-100902,Chicago,IL,US,Vancouver,BC,Canada
SHIP-100903,Toronto,ON,Canada,Los Angeles,CA,US
SHIP-100904,Houston,TX,US,Los Angeles,CA,US
SHIP-100905,Vancouver,BC,Canada,Los Angeles,CA,US
SHIP-100906,Los Angeles,CA,US,Vancouver,BC,Canada
SHIP-100907,Toronto,ON,Canada,Houston,TX,US
SHIP-100908,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100909,Montreal,QC,Canada,Montreal,QC,Canada
SHIP-100910,Chicago,IL,US,Los Angeles,CA,US
SHIP-100911,Vancouver,BC,Canada,Montreal,QC,Canada
SHIP-100912,Chicago,IL,US,Montreal,QC,Canada
SHIP-100913,Houston,TX,US,Montreal,QC,Canada
SHIP-100914,Toronto,ON,Canada,Chicago,IL,US
SHIP-100915,New York,NY,US,Vancouver,BC,Canada
SHIP-100916,Chicago,IL,US,Los Angeles,CA,US
SHIP-100917,Los Angeles,CA,US,Montreal,QC,Canada
SHIP-100918,New York,NY,US,Houston,TX,US
SHIP-100919,New York,NY,US,Houston,TX,US
SHIP-100920,Vancouver,BC,Canada,Toronto,ON,Canada
SHIP-100921,New York,NY,US,Montreal,QC,Canada
SHIP-100922,Montreal,QC,Canada,Montreal,QC,Canada
SHIP-100923,New York,NY,US,Houston,TX,US
SHIP-100924,Los Angeles,CA,US,Toronto,ON,Canada
SHIP-100925,New York,NY,US,Atlanta,GA,US
SHIP-100926,Los Angeles,CA,US,Montreal,QC,Canada
SHIP-100927,Toronto,ON,Canada,New York,NY,US
SHIP-100928,Houston,TX,US,New York,NY,US
SHIP-100929,Toronto,ON,Canada,New York,NY,US
SHIP-100930,Atlanta,GA,US,Chicago,IL,US
SHIP-100931,Montreal,QC,Canada,Chicago,IL,US
SHIP-100932,Vancouver,BC,Canada,Atlanta,GA,US
SHIP-100933,Houston,TX,US,Toronto,ON,Canada
SHIP-100934,Vancouver,BC,Canada,Houston,TX,US
